ID,division,crime_category,crime,report_count
9526,D32,Property Offense,Theft,8
9527,D32,Property Offense,Theft,53
9528,D32,Property Offense,Theft,5
9529,D32,Property Offense,Theft,25
9530,D32,Property Offense,Theft,12
9531,D32,Property Offense,Theft,7
9532,D32,Property Offense,Theft,35
9533,D32,Property Offense,Theft,28
9534,D32,Property Offense,Break & Enter,3
9535,D32,Property Offense,Break & Enter,1
9536,D32,Property Offense,Break & Enter,2
9537,D32,Property Offense,Break & Enter,2
9538,D32,Property Offense,Break & Enter,1
9539,D32,Property Offense,Break & Enter,5
9540,D32,Property Offense,Break & Enter,4
9541,D32,Property Offense,Break & Enter,2
9542,D32,Property Offense,Break & Enter,1
9543,D32,Property Offense,Break & Enter,5
9544,D32,Property Offense,Break & Enter,15
9545,D32,Property Offense,Break & Enter,3
9546,D32,Property Offense,Break & Enter,10
9547,D32,Property Offense,Break & Enter,6
9548,D32,Property Offense,Break & Enter,6
9549,D32,Property Offense,Break & Enter,2
9550,D32,Property Offense,Break & Enter,5
9551,D32,Other,Other,15
9552,D32,Other,Other,36
9553,D32,Other,Other,5
9554,D32,Other,Other,16
9555,D32,Other,Other,9
9556,D32,Other,Other,3
9557,D32,Other,Other,25
9558,D32,Other,Other,38
9559,D32,Other,Other,5
9560,D32,Other,Other,34
9561,D32,Other,Other,51
9562,D32,Other,Other,2
9563,D32,Other,Other,41
9564,D32,Other,Other,220
9565,D32,Other,Other,87
9566,D32,Other,Other,4
9567,D32,Other,Other,5
9568,D32,Other,Other,2
9569,D32,Other,Other,3
9570,D32,Other,Other,5
9571,D32,Other,Other,4
9572,D32,Other,Other,7
9573,D32,Other,Other,6
9574,D32,Other,Other,1
9575,D32,Other,Other,8
9576,D32,Other,Other,11
9577,D32,Other,Other,9
9578,D32,Other,Other,5
9579,D32,Other,Other,6
9580,D32,Other,Other,8
9581,D32,Other,Other,10
9582,D32,Other,Other,1
9583,D32,Other,Other,2
9584,D32,Other,Other,1
9585,D32,Other,Other,1
9586,D32,Other,Other,1
9587,D32,Other,Other,1
9588,D32,Other,Other,4
9589,D32,Other,Other,4
9590,D32,Other,Other,3
9591,D32,Other,Other,3
9592,D33,Controlled Substances,Other,19
9593,D33,Controlled Substances,Other,11
9594,D33,Controlled Substances,Other,9
9595,D33,Controlled Substances,Other,25
9596,D33,Controlled Substances,Other,10
9597,D33,Controlled Substances,Other,2
9598,D33,Controlled Substances,Other,13
9599,D33,Controlled Substances,Other,7
9600,D33,Controlled Substances,Other,2
9601,D33,Property Offense,Theft,3
9602,D33,Traffic Violation,Other,3
9603,D33,Traffic Violation,Other,3
9604,D33,Other,Other,68
9605,D33,Other,Other,40
9606,D33,Other,Other,17
9607,D33,Other,Other,1
9608,D33,Other,Other,62
9609,D33,Other,Other,47
9610,D33,Other,Other,4
9611,D33,Other,Other,21
9612,D33,Other,Other,20
9613,D33,Other,Other,3
9614,D33,Other,Other,5
9615,D33,Other,Other,20
9616,D33,Other,Other,16
9617,D33,Other,Other,22
9618,D33,Other,Other,29
9619,D33,Other,Other,2
9620,D33,Other,Other,7
9621,D33,Other,Other,12
9622,D33,Other,Other,10
9623,D33,Other,Other,5
9624,D33,Other,Other,2
9625,D33,Other,Other,7
9626,D33,Other,Other,7
9627,D33,Personal Offense,Other,9
9628,D33,Other,Other,2
9629,D33,Other,Other,10
9630,D33,Other,Other,3
9631,D33,Other,Other,1
9632,D33,Other,Other,2
9633,D33,Other,Other,2
9634,D33,Other,Other,4
9635,D33,Other,Other,2
9636,D41,Controlled Substances,Other,5
9637,D41,Controlled Substances,Other,16
9638,D41,Controlled Substances,Other,33
9639,D41,Controlled Substances,Other,56
9640,D41,Controlled Substances,Other,10
9641,D41,Controlled Substances,Other,63
9642,D41,Controlled Substances,Other,10
9643,D41,Controlled Substances,Other,12
9644,D41,Controlled Substances,Other,38
9645,D41,Controlled Substances,Other,4
9646,D41,Controlled Substances,Other,60
9647,D41,Controlled Substances,Other,24
9648,D41,Property Offense,Theft,2
9649,D41,Property Offense,Theft,21
9650,D41,Property Offense,Theft,17
9651,D41,Property Offense,Theft,51
9652,D41,Property Offense,Theft,11
9653,D33,Property Offense,Break & Enter,20
9654,D33,Controlled Substances,Other,3
9655,D33,Personal Offense,Other,16
9656,D41,Property Offense,Fraud,10
9657,D41,Property Offense,Theft,45
9658,D33,Property Offense,Theft,4
9659,D33,Controlled Substances,Other,3
9660,D33,Property Offense,Theft,2
9661,D33,Controlled Substances,Other,4
9662,D41,Property Offense,Fraud,23
9663,D33,Property Offense,Theft,323
9664,D33,Property Offense,Break & Enter,12
9665,D33,Controlled Substances,Other,3
9666,D33,Personal Offense,Other,25
9667,D41,Property Offense,Theft,9
9668,D41,Property Offense,Fraud,62
9669,D33,Property Offense,Theft,351
9670,D33,Property Offense,Break & Enter,24
9671,D33,Controlled Substances,Other,11
9672,D33,Personal Offense,Robbery,1
9673,D41,Property Offense,Theft,6
9674,D41,Property Offense,Fraud,98
9675,D41,Property Offense,Fraud,10
9676,D41,Property Offense,Fraud,72
9677,D41,Property Offense,Fraud,17
9678,D41,Property Offense,Fraud,46
9679,D41,Property Offense,Fraud,50
9680,D41,Property Offense,Fraud,1
9681,D41,Property Offense,Fraud,2
9682,D41,Property Offense,Fraud,46
9683,D41,Property Offense,Fraud,127
9684,D41,Property Offense,Other,9
9685,D41,Property Offense,Other,39
9686,D41,Property Offense,Other,111
9687,D41,Property Offense,Other,161
9688,D41,Property Offense,Other,38
9689,D41,Property Offense,Other,106
9690,D41,Property Offense,Other,43
9691,D41,Property Offense,Other,55
9692,D41,Property Offense,Other,116
9693,D41,Property Offense,Other,4
9694,D41,Property Offense,Other,101
9695,D41,Property Offense,Other,193
9696,D41,Property Offense,Theft,2
9697,D41,Property Offense,Theft,3
9698,D41,Property Offense,Theft,6
9699,D41,Property Offense,Theft,18
9700,D41,Property Offense,Theft,2
9701,D41,Property Offense,Theft,12
9702,D41,Property Offense,Theft,4
9703,D41,Property Offense,Theft,5
9704,D41,Property Offense,Theft,10
9705,D41,Property Offense,Theft,13
9706,D41,Property Offense,Theft,27
9707,D41,Property Offense,Theft,92
9708,D41,Property Offense,Theft,237
9709,D41,Property Offense,Theft,1
9710,D41,Property Offense,Theft,411
9711,D41,Property Offense,Theft,33
9712,D41,Property Offense,Theft,246
9713,D41,Property Offense,Theft,37
9714,D41,Property Offense,Theft,81
9715,D41,Property Offense,Theft,215
9716,D41,Property Offense,Theft,1
9717,D41,Property Offense,Theft,26
9718,D41,Property Offense,Theft,483
9719,D41,Property Offense,Theft,819
9720,D41,Personal Offense,Assault,23
9721,D41,Personal Offense,Assault,55
9722,D33,Property Offense,Theft,64
9723,D33,Property Offense,Theft,9
9724,D33,Property Offense,Theft,486
9725,D33,Property Offense,Theft,108
9726,D33,Property Offense,Theft,1
9727,D33,Property Offense,Theft,82
9728,D33,Property Offense,Theft,119
9729,D33,Property Offense,Theft,11
9730,D33,Property Offense,Theft,95
9731,D33,Property Offense,Theft,57
9732,D33,Property Offense,Theft,108
9733,D33,Property Offense,Theft,1
9734,D33,Property Offense,Theft,73
9735,D33,Property Offense,Theft,2
9736,D33,Personal Offense,Assault,69
9737,D33,Personal Offense,Assault,69
9738,D33,Personal Offense,Assault,33
9739,D33,Personal Offense,Assault,3
9740,D33,Personal Offense,Assault,1
9741,D33,Personal Offense,Assault,121
9742,D33,Personal Offense,Assault,102
9743,D33,Personal Offense,Assault,4
9744,D33,Personal Offense,Assault,61
9745,D33,Personal Offense,Assault,36
9746,D33,Personal Offense,Assault,5
9747,D33,Personal Offense,Assault,3
9748,D33,Personal Offense,Assault,42
9749,D33,Controlled Substances,Other,1
9750,D33,Personal Offense,Assault,45
9751,D41,Personal Offense,Assault,180
9752,D41,Personal Offense,Assault,223
9753,D41,Personal Offense,Assault,29
9754,D41,Personal Offense,Assault,164
9755,D41,Personal Offense,Assault,72
9756,D41,Personal Offense,Assault,86
9757,D41,Personal Offense,Assault,183
9758,D41,Personal Offense,Assault,3
9759,D41,Personal Offense,Assault,121
9760,D41,Personal Offense,Assault,169
9761,D41,Personal Offense,Attempt Murder,1
9762,D41,Personal Offense,Attempt Murder,1
9763,D41,Personal Offense,Attempt Murder,1
9764,D41,Personal Offense,Attempt Murder,2
9765,D41,Personal Offense,Other,26
9766,D41,Personal Offense,Other,16
9767,D41,Personal Offense,Other,36
9768,D41,Personal Offense,Other,49
9769,D41,Personal Offense,Other,9
9770,D41,Personal Offense,Other,42
9771,D41,Personal Offense,Other,24
9772,D41,Personal Offense,Other,37
9773,D41,Personal Offense,Other,58
9774,D41,Personal Offense,Other,33
9775,D41,Personal Offense,Other,49
9776,D41,Personal Offense,Robbery,1
9777,D41,Personal Offense,Robbery,7
9778,D41,Personal Offense,Robbery,16
9779,D41,Personal Offense,Robbery,19
9780,D41,Personal Offense,Robbery,38
9781,D41,Personal Offense,Robbery,7
9782,D41,Personal Offense,Robbery,50
9783,D41,Personal Offense,Robbery,16
9784,D41,Personal Offense,Robbery,9
9785,D41,Personal Offense,Robbery,27
9786,D41,Personal Offense,Robbery,13
9787,D41,Personal Offense,Robbery,25
9788,D41,Personal Offense,Robbery,17
9789,D41,Personal Offense,Sexual Violation,3
9790,D41,Personal Offense,Sexual Violation,6
9791,D41,Personal Offense,Sexual Violation,12
9792,D41,Personal Offense,Sexual Violation,16
9793,D41,Personal Offense,Sexual Violation,19
9794,D33,Property Offense,Theft,11
9795,D41,Property Offense,Theft,14
9796,D33,Personal Offense,Robbery,2
9797,D33,Property Offense,Break & Enter,20
9798,D33,Property Offense,Break & Enter,2
9799,D33,Property Offense,Theft,14
9800,D33,Personal Offense,Assault,23
9801,D41,Personal Offense,Sexual Violation,5
9802,D33,Property Offense,Theft,18
9803,D33,Personal Offense,Assault,50
9804,D33,Property Offense,Break & Enter,2
9805,D41,Property Offense,Theft,11
9806,D33,Personal Offense,Robbery,21
9807,D33,Property Offense,Theft,30
9808,D33,Personal Offense,Assault,9
9809,D41,Personal Offense,Sexual Violation,11
9810,D33,Personal Offense,Robbery,9
9811,D41,Property Offense,Theft,44
9812,D33,Property Offense,Break & Enter,1
9813,D33,Property Offense,Theft,17
9814,D33,Personal Offense,Attempt Murder,1
9815,D41,Personal Offense,Sexual Violation,22
9816,D33,Personal Offense,Robbery,19
9817,D41,Property Offense,Break & Enter,2
9818,D33,Property Offense,Break & Enter,2
9819,D33,Property Offense,Theft,1
9820,D33,Personal Offense,Attempt Murder,1
9821,D41,Personal Offense,Sexual Violation,14
9822,D33,Personal Offense,Robbery,20
9823,D33,Personal Offense,Robbery,1
9824,D33,Personal Offense,Robbery,6
9825,D33,Personal Offense,Robbery,14
9826,D33,Personal Offense,Robbery,1
9827,D33,Personal Offense,Robbery,1
9828,D33,Personal Offense,Robbery,11
9829,D33,Personal Offense,Robbery,9
9830,D33,Personal Offense,Robbery,9
9831,D33,Personal Offense,Robbery,1
9832,D33,Personal Offense,Robbery,8
9833,D33,Personal Offense,Robbery,1
9834,D33,Personal Offense,Sexual Violation,7
9835,D33,Personal Offense,Sexual Violation,11
9836,D33,Personal Offense,Sexual Violation,7
9837,D33,Personal Offense,Sexual Violation,2
9838,D33,Personal Offense,Sexual Violation,17
9839,D33,Personal Offense,Sexual Violation,9
9840,D33,Personal Offense,Sexual Violation,13
9841,D33,Personal Offense,Sexual Violation,12
9842,D33,Personal Offense,Sexual Violation,1
9843,D33,Personal Offense,Sexual Violation,2
9844,D33,Personal Offense,Sexual Violation,1
9845,D33,Personal Offense,Sexual Violation,4
9846,D33,Personal Offense,Sexual Violation,5
9847,D33,Personal Offense,Sexual Violation,5
9848,D33,Personal Offense,Sexual Violation,3
9849,D33,Personal Offense,Sexual Violation,1
9850,D33,Traffic Violation,Other,17
9851,D33,Traffic Violation,Other,16
9852,D33,Traffic Violation,Other,3
9853,D33,Traffic Violation,Other,2
9854,D33,Traffic Violation,Other,1
9855,D33,Traffic Violation,Other,11
9856,D33,Traffic Violation,Other,4
9857,D33,Traffic Violation,Other,12
9858,D33,Traffic Violation,Other,8
9859,D33,Traffic Violation,Other,2
9860,D33,Traffic Violation,Other,2
9861,D33,Traffic Violation,Other,8
9862,D33,Traffic Violation,Other,5
9863,D33,Traffic Violation,Other,6
9864,D33,Property Offense,Break & Enter,1
9865,D33,Property Offense,Break & Enter,6
9866,D33,Property Offense,Break & Enter,3
9867,D33,Property Offense,Fraud,103
9868,D33,Property Offense,Fraud,71
9869,D33,Property Offense,Fraud,29
9870,D33,Property Offense,Fraud,88
9871,D33,Property Offense,Fraud,30
9872,D33,Property Offense,Fraud,33
9873,D33,Property Offense,Fraud,54
9874,D33,Property Offense,Fraud,32
9875,D33,Property Offense,Fraud,28
9876,D33,Property Offense,Fraud,31
9877,D33,Property Offense,Fraud,1
9878,D33,Property Offense,Fraud,26
9879,D33,Property Offense,Fraud,1
9880,D33,Property Offense,Fraud,1
9881,D33,Property Offense,Other,76
9882,D33,Property Offense,Other,64
9883,D33,Property Offense,Other,20
9884,D33,Property Offense,Other,5
9885,D33,Property Offense,Other,1
9886,D33,Property Offense,Other,103
9887,D33,Property Offense,Other,70
9888,D33,Property Offense,Other,1
9889,D33,Property Offense,Other,44
9890,D33,Property Offense,Other,42
9891,D33,Property Offense,Other,4
9892,D33,Property Offense,Other,1
9893,D33,Property Offense,Other,42
9894,D33,Property Offense,Other,27
9895,D33,Property Offense,Other,29
9896,D33,Property Offense,Other,31
9897,D33,Property Offense,Other,6
9898,D33,Property Offense,Theft,11
9899,D33,Property Offense,Theft,5
9900,D33,Property Offense,Theft,2
9901,D33,Property Offense,Theft,8
9902,D33,Property Offense,Theft,2
9903,D33,Property Offense,Theft,1
9904,D33,Property Offense,Theft,2
9905,D41,Property Offense,Break & Enter,7
9906,D41,Property Offense,Break & Enter,20
9907,D41,Property Offense,Break & Enter,14
9908,D41,Property Offense,Break & Enter,4
9909,D41,Property Offense,Break & Enter,15
9910,D33,Property Offense,Theft,10
9911,D41,Property Offense,Break & Enter,16
9912,D41,Property Offense,Break & Enter,12
9913,D33,Property Offense,Theft,22
9914,D33,Personal Offense,Attempt Murder,1
9915,D41,Personal Offense,Sexual Violation,15
9916,D41,Property Offense,Break & Enter,14
9917,D33,Property Offense,Theft,1
9918,D33,Property Offense,Theft,1
9919,D33,Personal Offense,Attempt Murder,1
9920,D33,Personal Offense,Other,50
9921,D33,Personal Offense,Other,25
9922,D33,Personal Offense,Other,10
9923,D33,Personal Offense,Other,1
9924,D41,Personal Offense,Sexual Violation,1
9925,D33,Personal Offense,Other,33
9926,D41,Property Offense,Break & Enter,23
9927,D33,Property Offense,Theft,10
9928,D33,Personal Offense,Other,38
9929,D41,Property Offense,Break & Enter,8
9930,D33,Property Offense,Theft,7
9931,D33,Personal Offense,Other,19
9932,D41,Property Offense,Break & Enter,3
9933,D33,Property Offense,Theft,5
9934,D33,Personal Offense,Other,23
9935,D41,Property Offense,Break & Enter,4
9936,D33,Property Offense,Theft,15
9937,D33,Personal Offense,Other,5
9938,D41,Property Offense,Break & Enter,17
9939,D33,Personal Offense,Other,9
9940,D33,Property Offense,Break & Enter,16
9941,D41,Property Offense,Break & Enter,42
9942,D33,Property Offense,Break & Enter,11
9943,D41,Property Offense,Break & Enter,7
9944,D33,Property Offense,Break & Enter,3
9945,D33,Property Offense,Break & Enter,28
9946,D41,Property Offense,Break & Enter,36
9947,D33,Property Offense,Break & Enter,16
9948,D41,Property Offense,Break & Enter,8
9949,D33,Property Offense,Break & Enter,4
9950,D41,Property Offense,Break & Enter,2
9951,D33,Property Offense,Break & Enter,3
9952,D41,Property Offense,Break & Enter,8
9953,D33,Property Offense,Break & Enter,7
9954,D41,Property Offense,Break & Enter,2
9955,D33,Property Offense,Break & Enter,3
9956,D41,Property Offense,Break & Enter,17
9957,D33,Property Offense,Break & Enter,1
9958,D41,Property Offense,Break & Enter,29
9959,D33,Property Offense,Break & Enter,6
9960,D41,Property Offense,Break & Enter,6
9961,D33,Property Offense,Break & Enter,7
9962,D41,Property Offense,Break & Enter,11
9963,D33,Property Offense,Break & Enter,1
9964,D41,Property Offense,Break & Enter,36
9965,D33,Property Offense,Break & Enter,2
9966,D41,Property Offense,Break & Enter,28
9967,D33,Property Offense,Break & Enter,5
9968,D41,Property Offense,Break & Enter,9
9969,D33,Property Offense,Break & Enter,1
9970,D41,Property Offense,Break & Enter,19
9971,D33,Property Offense,Break & Enter,6
9972,D41,Property Offense,Break & Enter,6
9973,D33,Property Offense,Break & Enter,5
9974,D41,Property Offense,Break & Enter,3
9975,D33,Property Offense,Break & Enter,1
9976,D41,Property Offense,Break & Enter,23
9977,D33,Property Offense,Break & Enter,3
9978,D41,Property Offense,Break & Enter,16
9979,D41,Property Offense,Break & Enter,35
9980,D33,Property Offense,Break & Enter,2
9981,D41,Property Offense,Break & Enter,2
9982,D33,Property Offense,Break & Enter,2
9983,D41,Property Offense,Break & Enter,3
9984,D33,Property Offense,Break & Enter,2
9985,D41,Property Offense,Break & Enter,3
9986,D33,Property Offense,Break & Enter,1
9987,D41,Property Offense,Break & Enter,3
9988,D33,Property Offense,Break & Enter,32
9989,D41,Property Offense,Break & Enter,3
9990,D33,Property Offense,Break & Enter,20
9991,D41,Property Offense,Break & Enter,1
9992,D33,Property Offense,Break & Enter,28
9993,D41,Property Offense,Break & Enter,2
9994,D33,Property Offense,Break & Enter,8
9995,D41,Property Offense,Break & Enter,1
9996,D33,Property Offense,Break & Enter,31
9997,D41,Property Offense,Break & Enter,3
9998,D33,Property Offense,Break & Enter,6
9999,D41,Property Offense,Break & Enter,3
10000,D33,Property Offense,Break & Enter,2
10001,D41,Traffic Violation,Other,6
10002,D41,Traffic Violation,Other,3
10003,D41,Traffic Violation,Other,16
10004,D41,Traffic Violation,Other,34
10005,D41,Traffic Violation,Other,5
10006,D41,Traffic Violation,Other,29
10007,D41,Traffic Violation,Other,3
10008,D41,Traffic Violation,Other,6
10009,D41,Traffic Violation,Other,16
10010,D41,Traffic Violation,Other,3
10011,D41,Traffic Violation,Other,13
10012,D41,Traffic Violation,Other,39
10013,D41,Other,Other,23
10014,D41,Other,Other,22
10015,D41,Other,Other,77
10016,D41,Other,Other,345
10017,D41,Other,Other,22
10018,D41,Other,Other,224
10019,D41,Other,Other,38
10020,D41,Other,Other,115
10021,D41,Other,Other,128
10022,D41,Other,Other,3
10023,D42,Property Offense,Theft,94
10024,D42,Controlled Substances,Other,15
10025,D41,Other,Other,175
10026,D41,Other,Other,137
10027,D41,Other,Other,18
10028,D41,Other,Other,1
10029,D41,Other,Other,4
10030,D41,Other,Other,8
10031,D43,Property Offense,Break & Enter,3
10032,D41,Other,Other,13
10033,D41,Other,Other,30
10034,D41,Other,Other,6
10035,D41,Other,Other,27
10036,D41,Other,Other,8
10037,D41,Other,Other,4
10038,D41,Other,Other,9
10039,D41,Other,Other,1
10040,D41,Other,Other,10
